index,transaction_id,client_id,date_transaction,montant,devise,taux_change_eur,montant_eur,categorie,produit,agence,type_operation,statut,score_credit_client,segment_client,solde_avant,is_anomalie,annee,mois,trimestre,semaine-jour,montant_eur_verifie,categorie_risque,total_credit,total_debit,solde_net,nb_transaction,montant_moyen,nb_produit,taux_rejet
231,TXN001711,CLI0145,2023-01-13 05:46:00,-2877.15,USD,1.08,-2664.03,Depot especes,Compte Epargne,Lyon-Part-Dieu,Debit,Complete,674.0,Standard,44432.55,False,2023,1,1,4,-2664.03,Meduim,5368.25,-11965.81,17334.06,13,-507.5,7,4.01
232,TXN001574,CLI0081,2022-10-04 23:38:00,-2054.59,EUR,1.0,-2054.59,Virement,Credit Auto,Toulouse-Capitole,Debit,Rejete,617.0,Standard,12395.19,False,2022,10,4,1,-2054.59,Meduim,12105.54,-17979.42,30084.96,14,-419.56,7,6.81
233,TXN000859,CLI0049,2022-12-07 19:24:00,-687.6,USD,1.08,-636.67,Remboursement credit,Credit Consommation,Lyon-Part-Dieu,Debit,Rejete,645.0,Standard,28884.14,False,2022,12,4,2,-636.67,Meduim,8840.7,-8327.91,17168.61,11,46.62,6,4.01
234,TXN000990,CLI0030,2022-09-20 15:53:03,-6476.83,USD,1.08,-5997.06,Virement international,Compte Epargne,Lyon-Part-Dieu,Debit,Complete,391.0,Risque,1545.23,True,2022,9,3,1,-5997.06,High,7049.03,-17196.73,24245.76,13,-780.59,6,4.01
235,TXN000402,CLI0147,2024-07-31 11:09:00,-458.3,EUR,1.0,-458.3,Depot especes,Credit Consommation,Nice-Massena,Debit,Complete,812.0,Premium,40572.6,False,2024,7,3,2,-458.3,Low,7169.86,-11937.89,19107.75,11,-433.46,7,7.63
236,TXN000496,CLI0011,2024-12-07 14:43:00,-2617.09,EUR,1.0,-2617.09,Remboursement credit,Credit Consommation,Bordeaux-Meriadeck,Debit,En attente,672.0,Standard,1940.2,False,2024,12,4,5,-2617.09,Meduim,10096.39,-102921.38,113017.77,15,-6188.33,6,4.59
237,TXN000054,CLI0122,2022-06-24 02:27:00,334.87,EUR,1.0,334.87,Prelevement,Credit Immobilier,Nantes-Commerce,Credit,Complete,824.0,Premium,29364.61,False,2022,6,2,4,334.87,Low,22269.75,-17615.38,39885.13,22,211.56,8,8.5
238,TXN000164,CLI0070,2023-12-30 17:24:00,99999.99,EUR,1.0,1323.95,Interets,Compte Epargne,Nantes-Commerce,Credit,Complete,425.0,Risque,30968.93,True,2023,12,4,5,99999.99,High,207054.6,-4646.52,211701.12,13,15569.85,7,8.5
239,TXN000713,CLI0035,2024-08-08 15:29:00,-732.25,USD,1.08,-678.01,Virement international,Credit Consommation,Lyon-Part-Dieu,Debit,Complete,600.0,Standard,21942.41,False,2024,8,3,3,-678.01,Meduim,8105.85,-11146.26,19252.11,13,-233.88,7,4.01
240,TXN000479,CLI0113,2023-12-08 01:41:00,829.97,EUR,1.0,829.97,Depot especes,Compte Courant,Lyon-Part-Dieu,Credit,Complete,645.0,Standard,19997.37,False,2023,12,4,4,829.97,Meduim,10861.24,-1871.0,12732.24,11,817.29,6,4.01
241,TXN000094,CLI0015,2024-04-11 11:32:00,2413.23,USD,1.08,2234.47,Prelevement,Compte Courant,Lyon-Part-Dieu,Credit,Complete,648.0,Standard,30417.89,False,2024,4,2,3,2234.47,Meduim,3752.75,-7055.3,10808.05,11,-300.23,5,4.01
242,TXN000260,CLI0119,2022-09-11 21:01:00,-763.72,EUR,1.0,-763.72,Remboursement credit,Credit Auto,Bordeaux-Meriadeck,Debit,Complete,793.0,Premium,43536.99,False,2022,9,3,6,-763.72,Low,16229.19,-9896.6,26125.79,17,372.51,6,4.59
243,TXN000915,CLI0129,2023-07-09 04:46:00,630.35,MAD,10.85,58.1,Depot especes,Livret A,Paris-Centre,Credit,Complete,573.0,Risque,1703.62,False,2023,7,3,6,58.1,High,9067.51,-24536.95,33604.46,21,-736.64,8,6.58
244,TXN001272,CLI0116,2022-07-14 00:43:00,81.62,EUR,1.0,81.62,Retrait DAB,Compte Courant,Bordeaux-Meriadeck,Credit,En attente,620.0,Standard,22277.06,False,2022,7,3,3,81.62,Meduim,10126.45,-5143.15,15269.6,13,383.33,7,4.59
245,TXN000106,CLI0107,2023-08-17 20:19:00,1474.69,EUR,1.0,1474.69,Virement,Compte Epargne,Lille-Grand-Place,Credit,Complete,420.0,Risque,3741.35,True,2023,8,3,3,1474.69,High,3714.37,-7328.92,11043.29,10,-361.46,7,4.21
246,TXN000813,CLI0150,2024-02-22 20:16:00,2616.58,USD,1.08,2422.76,Prelevement,Credit Consommation,Nantes-Commerce,Credit,Complete,648.0,Standard,11109.89,False,2024,2,1,3,2422.76,Meduim,5070.68,-4823.72,9894.4,10,24.7,6,8.5
247,TXN000218,CLI0007,2022-01-20 10:00:00,-384.29,EUR,1.0,-384.29,Retrait DAB,Assurance Vie,Nantes-Commerce,Debit,Complete,635.0,Standard,26537.74,False,2022,1,1,3,-384.29,Meduim,3093.12,-12818.24,15911.36,15,-648.34,7,8.5
248,TXN001082,CLI0135,2024-01-15 21:02:00,-211.28,USD,1.08,-195.63,Retrait DAB,PEA,Nantes-Commerce,Debit,Complete,593.0,Standard,13646.53,False,2024,1,1,0,-195.63,Meduim,5754.85,-19486.12,25240.97,17,-807.72,8,8.5
249,TXN001860,CLI0120,2024-08-30 04:47:00,-1199.84,EUR,1.0,-1199.84,Virement,Compte Epargne,Lyon-Part-Dieu,Debit,Complete,718.0,Standard,8955.06,False,2024,8,3,4,-1199.84,Low,1003.3,-3892.16,4895.46,4,-722.22,3,4.01
250,TXN000064,CLI0107,2022-02-12 10:10:00,404.63,EUR,1.0,404.63,Paiement CB,PEA,Lille-Grand-Place,Credit,Complete,420.0,Risque,42239.77,True,2022,2,1,5,404.63,High,3714.37,-7328.92,11043.29,10,-361.46,7,4.21
251,TXN000157,CLI0028,2023-05-09 06:39:00,1603.05,EUR,1.0,1603.05,Prelevement,Assurance Vie,Lyon-Part-Dieu,Credit,Complete,667.0,Standard,4043.06,False,2023,5,2,1,1603.05,Meduim,8268.69,-13421.15,21689.84,13,-396.34,6,4.01
252,TXN000660,CLI0032,2023-07-27 13:13:00,1850.81,USD,1.08,1713.71,Depot especes,PEA,Paris-Centre,Credit,En attente,621.0,Standard,47275.88,False,2023,7,3,3,1713.71,Meduim,6117.31,-9115.42,15232.73,11,-272.56,5,6.58
253,TXN000234,CLI0145,2024-10-05 17:19:00,-104.27,GBP,0.86,-121.24,Retrait DAB,Compte Courant,Lyon-Part-Dieu,Debit,Complete,674.0,Standard,11018.57,False,2024,10,4,5,-121.24,Meduim,5368.25,-11965.81,17334.06,13,-507.5,7,4.01
254,TXN000996,CLI0064,2022-02-11 16:06:00,1529.42,EUR,1.0,1529.42,Virement,Compte Courant,Lille-Grand-Place,Credit,Complete,800.0,Premium,15143.18,False,2022,2,1,4,1529.42,Low,6827.18,-11352.41,18179.59,16,-282.83,6,4.21
255,TXN000587,CLI0035,2023-09-18 10:36:00,-292.58,EUR,1.0,-292.58,Virement,Credit Immobilier,Lyon-Part-Dieu,Debit,Complete,600.0,Standard,34319.09,False,2023,9,3,0,-292.58,Meduim,8105.85,-11146.26,19252.11,13,-233.88,7,4.01
256,TXN000305,CLI0038,2023-08-28 06:48:00,-1646.46,USD,1.08,-1524.5,Virement,Credit Auto,Bordeaux-Meriadeck,Debit,Complete,645.0,Risque,43414.97,False,2023,8,3,0,-1524.5,Meduim,20116.73,-4866.39,24983.12,15,1016.69,6,4.59
257,TXN001991,CLI0106,2023-10-06 03:29:00,-324.8,EUR,1.0,-324.8,Prelevement,Credit Immobilier,Nantes-Commerce,Debit,En attente,652.0,Standard,35799.27,False,2023,10,4,4,-324.8,Meduim,8443.8,-12556.27,21000.07,16,-257.03,8,8.5
258,TXN000282,CLI0068,2024-04-19 09:10:00,-38.91,EUR,1.0,-38.91,Retrait DAB,Credit Consommation,Lyon-Part-Dieu,Debit,Complete,605.0,Standard,24085.13,False,2024,4,2,4,-38.91,Meduim,22800.34,-10049.36,32849.7,16,796.94,6,4.01
259,TXN000897,CLI0094,2024-11-17 06:49:00,-1230.6,MAD,10.85,-113.42,Remboursement credit,Compte Epargne,Paris-Centre,Debit,Complete,435.0,Risque,15426.62,False,2024,11,4,6,-113.42,High,9555.52,-14847.6,24403.12,10,-529.21,7,6.58
260,TXN000913,CLI0143,2023-08-14 02:51:00,-919.44,EUR,1.0,-919.44,Depot especes,Credit Consommation,Lyon-Part-Dieu,Debit,Complete,782.0,Premium,29694.27,False,2023,8,3,0,-919.44,Low,8024.89,-1299.26,9324.15,8,840.7,5,4.01
261,TXN001755,CLI0015,2024-04-27 08:42:00,-2655.14,GBP,0.86,-3087.37,Interets,Livret A,Lyon-Part-Dieu,Debit,Complete,648.0,Standard,23866.72,False,2024,4,2,5,-3087.37,Meduim,3752.75,-7055.3,10808.05,11,-300.23,5,4.01
262,TXN000208,CLI0138,2023-09-27 02:32:00,2766.73,EUR,1.0,2766.73,Depot especes,Credit Immobilier,Bordeaux-Meriadeck,Credit,Complete,749.0,Premium,19597.5,False,2023,9,3,2,2766.73,Low,13507.36,-7821.83,21329.19,14,406.11,8,4.59
263,TXN000222,CLI0020,2022-08-12 04:06:00,-98.9,EUR,1.0,-98.9,Retrait DAB,Compte Epargne,Bordeaux-Meriadeck,Debit,Complete,660.0,Standard,17978.54,False,2022,8,3,4,-98.9,Meduim,8083.12,-7490.22,15573.34,13,45.61,7,4.59
264,TXN001782,CLI0042,2022-02-10 01:14:00,-440.09,EUR,1.0,-440.09,Retrait DAB,Compte Courant,Bordeaux-Meriadeck,Debit,Complete,638.0,Standard,37281.79,False,2022,2,1,3,-440.09,Meduim,9417.45,-4866.79,14284.24,10,455.07,6,4.59
265,TXN001008,CLI0096,2024-12-07 21:13:00,2418.3,EUR,1.0,2418.3,Depot especes,PEA,Bordeaux-Meriadeck,Credit,Complete,710.0,Standard,12636.84,False,2024,12,4,5,2418.3,Low,16337.27,-16773.56,33110.83,20,-21.81,8,4.59
266,TXN001585,CLI0065,2022-01-13 17:00:00,369.63,MAD,10.85,34.07,Remboursement credit,Compte Epargne,Bordeaux-Meriadeck,Credit,Complete,660.0,Standard,24777.26,False,2022,1,1,3,34.07,Meduim,16671.65,-13262.02,29933.67,19,179.45,8,4.59
267,TXN001415,CLI0017,2023-08-28 23:10:00,1589.08,USD,1.08,1471.37,Depot especes,Assurance Vie,Bordeaux-Meriadeck,Credit,Complete,649.0,Standard,8013.78,False,2023,8,3,0,1471.37,Meduim,17305.49,-9625.36,26930.85,20,384.01,8,4.59
268,TXN001027,CLI0145,2022-07-05 05:46:00,-304.93,EUR,1.0,-304.93,Interets,Compte Courant,Lyon-Part-Dieu,Debit,Complete,674.0,Standard,39457.96,False,2022,7,3,1,-304.93,Meduim,5368.25,-11965.81,17334.06,13,-507.5,7,4.01
269,TXN000023,CLI0124,2022-10-24 12:12:00,-2769.51,EUR,1.0,-2769.51,Interets,Credit Immobilier,Toulouse-Capitole,Debit,Complete,585.0,Standard,13884.75,False,2022,10,4,0,-2769.51,Meduim,11477.03,-15563.17,27040.2,12,-340.51,5,6.81
270,TXN000473,CLI0023,2022-06-09 21:40:00,278.81,EUR,1.0,278.81,Retrait DAB,Compte Courant,Marseille-Vieux-Port,Credit,En attente,636.0,Standard,26798.16,False,2022,6,2,3,278.81,Meduim,12190.32,-19683.89,31874.21,14,-535.26,6,5.57
271,TXN001623,CLI0082,2022-09-16 00:54:00,-1755.03,USD,1.08,-1625.03,Remboursement credit,PEA,Paris-Centre,Debit,Complete,813.0,Standard,103.04,False,2022,9,3,4,-1625.03,Low,8115.74,-5581.93,13697.67,12,211.15,5,6.58
272,TXN000853,CLI0111,2023-03-10 00:48:00,-2066.83,EUR,1.0,-2066.83,Interets,Credit Immobilier,Paris-Centre,Debit,Complete,617.0,Standard,3556.03,False,2023,3,1,4,-2066.83,Meduim,11440.45,-96652.75,108093.2,14,-6086.59,6,6.58
273,TXN000603,CLI0107,2024-10-17 21:06:00,-2667.73,EUR,1.0,-2667.73,Prelevement,Livret A,Lille-Grand-Place,Debit,Complete,420.0,Risque,29557.89,True,2024,10,4,3,-2667.73,High,3714.37,-7328.92,11043.29,10,-361.46,7,4.21
274,TXN000646,CLI0001,2022-05-19 01:26:00,-1469.47,EUR,1.0,-1469.47,Prelevement,Credit Auto,Lille-Grand-Place,Debit,En attente,586.0,Standard,39089.33,False,2022,5,2,3,-1469.47,Meduim,12701.54,-11185.0,23886.54,14,108.32,6,4.21
275,TXN000829,CLI0001,2022-02-05 11:35:00,-247.48,MAD,10.85,-22.81,Retrait DAB,Livret A,Lille-Grand-Place,Debit,Complete,586.0,Standard,17532.44,False,2022,2,1,5,-22.81,Meduim,12701.54,-11185.0,23886.54,14,108.32,6,4.21
276,TXN001779,CLI0112,2023-01-05 03:39:00,465.68,EUR,1.0,465.68,Depot especes,Credit Immobilier,Marseille-Vieux-Port,Credit,Complete,636.0,Standard,9746.07,False,2023,1,1,3,465.68,Meduim,16113.35,-12876.28,28989.63,17,190.42,7,5.57
277,TXN000443,CLI0054,2023-11-15 11:35:00,-2427.83,EUR,1.0,-2427.83,Remboursement credit,Credit Consommation,Bordeaux-Meriadeck,Debit,Complete,645.0,Risque,12795.43,False,2023,11,4,2,-2427.83,Meduim,10759.36,-13131.89,23891.25,15,-158.17,8,4.59
278,TXN001255,CLI0143,2024-09-09 02:46:00,-352.06,EUR,1.0,-352.06,Paiement CB,Compte Epargne,Lyon-Part-Dieu,Debit,Complete,782.0,Premium,1591.92,False,2024,9,3,0,-352.06,Low,8024.89,-1299.26,9324.15,8,840.7,5,4.01
279,TXN000161,CLI0009,2023-10-07 00:13:00,1781.76,CHF,0.97,1836.87,Depot especes,Compte Epargne,Nice-Massena,Credit,En attente,591.0,Standard,15033.92,False,2023,10,4,5,1836.87,Meduim,14123.14,-7848.55,21971.69,13,482.66,6,7.63
280,TXN001795,CLI0145,2023-04-03 19:17:00,2029.93,EUR,1.0,2029.93,Depot especes,Compte Courant,Lyon-Part-Dieu,Credit,Complete,674.0,Standard,36934.89,False,2023,4,2,0,2029.93,Meduim,5368.25,-11965.81,17334.06,13,-507.5,7,4.01
281,TXN000755,CLI0081,2022-01-04 09:03:00,-1790.68,EUR,1.0,-1790.68,Remboursement credit,Compte Epargne,Toulouse-Capitole,Debit,Rejete,617.0,Standard,16050.19,False,2022,1,1,1,-1790.68,Meduim,12105.54,-17979.42,30084.96,14,-419.56,7,6.81
282,TXN000978,CLI0046,2023-03-08 13:33:00,870.86,EUR,1.0,870.86,Depot especes,PEA,Bordeaux-Meriadeck,Credit,Complete,841.0,Premium,14311.07,False,2023,3,1,2,870.86,Low,11423.34,-13471.35,24894.69,15,-136.53,6,4.59
283,TXN001540,CLI0045,2022-02-20 00:36:00,-1333.53,USD,1.08,-1234.75,Prelevement,PEA,Bordeaux-Meriadeck,Debit,Complete,704.0,Standard,35200.05,False,2022,2,1,6,-1234.75,Low,6754.81,-17480.49,24235.3,17,-630.92,7,4.59
284,TXN001031,CLI0116,2024-02-29 04:34:00,1727.7,EUR,1.0,1727.7,Depot especes,Compte Epargne,Nice-Massena,Credit,Complete,620.0,Standard,40564.33,False,2024,2,1,3,1727.7,Meduim,10126.45,-5143.15,15269.6,13,383.33,7,7.63
285,TXN001372,CLI0056,2024-11-09 07:26:00,-65.6,EUR,1.0,-65.6,Depot especes,Assurance Vie,Toulouse-Capitole,Debit,Complete,384.0,Risque,36519.58,True,2024,11,4,5,-65.6,High,8308.11,-7283.38,15591.49,9,113.86,5,6.81
286,TXN000092,CLI0021,2023-10-06 03:29:00,-997.57,EUR,1.0,-997.57,Remboursement credit,Assurance Vie,Marseille-Vieux-Port,Debit,Complete,697.0,Standard,30170.82,False,2023,10,4,4,-997.57,Meduim,11273.88,-2628.77,13902.65,11,785.92,5,5.57
287,TXN001628,CLI0090,2024-02-01 00:39:00,-575.1,EUR,1.0,-575.1,Virement,Livret A,Nantes-Commerce,Debit,Rejete,682.0,Standard,32881.17,False,2024,2,1,3,-575.1,Meduim,4860.32,-15284.51,20144.83,10,-1042.42,6,8.5
288,TXN001261,CLI0065,2024-01-05 20:29:00,-1379.77,EUR,1.0,-1379.77,Depot especes,Credit Immobilier,Bordeaux-Meriadeck,Debit,En attente,660.0,Standard,17238.34,False,2024,1,1,4,-1379.77,Meduim,16671.65,-13262.02,29933.67,19,179.45,8,4.59
289,TXN001724,CLI0132,2022-09-13 04:02:00,1436.61,EUR,1.0,1436.61,Virement international,PEA,Bordeaux-Meriadeck,Credit,Complete,663.0,Standard,38752.33,False,2022,9,3,1,1436.61,Meduim,7980.94,-7764.53,15745.47,14,15.46,7,4.59
290,TXN000675,CLI0015,2024-06-03 02:06:00,345.23,EUR,1.0,345.23,Paiement CB,Assurance Vie,Lyon-Part-Dieu,Credit,Complete,645.0,Standard,20143.98,False,2024,6,2,0,345.23,Meduim,3752.75,-7055.3,10808.05,11,-300.23,5,4.01
291,TXN000435,CLI0140,2024-10-07 07:13:00,-1787.14,EUR,1.0,-1787.14,Virement,Compte Epargne,Marseille-Vieux-Port,Debit,Complete,609.0,Standard,30100.71,False,2024,10,4,0,-1787.14,Meduim,6105.94,-7761.65,13867.59,11,-150.52,6,5.57
292,TXN001846,CLI0064,2022-06-18 12:51:00,-142.35,EUR,1.0,-142.35,Paiement CB,Compte Epargne,Lille-Grand-Place,Debit,Complete,800.0,Premium,44675.74,False,2022,6,2,5,-142.35,Low,6827.18,-11352.41,18179.59,16,-282.83,6,4.21
293,TXN000571,CLI0139,2023-10-06 03:29:00,4219.88,EUR,1.0,4219.88,Virement international,Credit Immobilier,Marseille-Vieux-Port,Credit,En attente,674.0,Standard,31429.41,False,2023,10,4,4,4219.88,Meduim,7949.47,-6074.66,14024.13,13,144.22,7,5.57
294,TXN001360,CLI0090,2024-03-08 13:06:00,2431.46,EUR,1.0,2431.46,Virement,Compte Epargne,Nantes-Commerce,Credit,Complete,682.0,Standard,9588.17,False,2024,3,1,4,2431.46,Meduim,4860.32,-15284.51,20144.83,10,-1042.42,6,8.5
295,TXN000668,CLI0071,2022-02-17 22:43:00,-275.81,GBP,0.86,-320.71,Retrait DAB,Credit Auto,Paris-Centre,Debit,Complete,797.0,Premium,21413.01,False,2022,2,1,3,-320.71,Low,12861.34,-6949.73,19811.07,17,347.74,7,6.58
296,TXN000526,CLI0124,2022-04-07 04:22:00,2418.18,MAD,10.85,222.87,Virement international,Credit Immobilier,Toulouse-Capitole,Credit,Complete,585.0,Standard,14333.8,False,2022,4,2,3,222.87,Meduim,11477.03,-15563.17,27040.2,12,-340.51,5,6.81
297,TXN001840,CLI0137,2022-09-09 01:18:00,1016.83,GBP,0.86,1182.36,Prelevement,Assurance Vie,Marseille-Vieux-Port,Credit,Complete,725.0,Premium,23105.82,False,2022,9,3,4,1182.36,Low,11066.04,-7306.38,18372.42,16,234.98,6,5.57
298,TXN000390,CLI0090,2023-07-18 19:58:00,-6912.37,USD,1.08,-6400.34,Virement international,Credit Immobilier,Nantes-Commerce,Debit,Complete,645.0,Standard,40988.99,True,2023,7,3,1,-6400.34,Meduim,4860.32,-15284.51,20144.83,10,-1042.42,6,8.5
299,TXN000612,CLI0119,2022-06-17 16:01:03,74.69,EUR,1.0,74.69,Paiement CB,Credit Immobilier,Bordeaux-Meriadeck,Credit,Complete,793.0,Premium,42161.2,False,2022,6,2,4,74.69,Low,16229.19,-9896.6,26125.79,17,372.51,6,4.59
300,TXN000318,CLI0059,2024-07-12 20:25:00,-227.85,EUR,1.0,-227.85,Paiement CB,Livret A,Paris-Centre,Debit,Complete,594.0,Standard,32107.0,False,2024,7,3,4,-227.85,Meduim,16724.77,-3066.05,19790.82,10,1365.87,5,6.58
301,TXN000624,CLI0127,2022-04-07 00:22:00,-442.83,EUR,1.0,-442.83,Paiement CB,Credit Immobilier,Nice-Massena,Debit,Complete,691.0,Standard,42987.14,False,2022,4,2,3,-442.83,Meduim,17710.06,-15240.95,32951.01,20,123.46,8,7.63
302,TXN000523,CLI0038,2023-10-06 03:29:00,-116.94,EUR,1.0,-116.94,Interets,Credit Immobilier,Bordeaux-Meriadeck,Debit,Complete,516.0,Risque,21064.49,False,2023,10,4,4,-116.94,High,20116.73,-4866.39,24983.12,15,1016.69,6,4.59
303,TXN000570,CLI0087,2024-12-23 15:27:00,120.67,EUR,1.0,120.67,Paiement CB,Assurance Vie,Toulouse-Capitole,Credit,Complete,607.0,Standard,15065.46,False,2024,12,4,0,120.67,Meduim,3990.46,-8941.51,12931.97,13,-380.85,7,6.81
304,TXN000729,CLI0109,2023-09-13 09:36:00,1372.4,EUR,1.0,1372.4,Depot especes,Assurance Vie,Lyon-Part-Dieu,Credit,Complete,701.0,Standard,24110.42,False,2023,9,3,2,1372.4,Low,14263.7,-6498.41,20762.11,13,597.33,7,4.01
305,TXN000232,CLI0062,2022-04-25 07:36:00,426.32,EUR,1.0,426.32,Paiement CB,PEA,Toulouse-Capitole,Credit,En attente,645.0,Standard,49577.94,False,2022,4,2,0,426.32,Meduim,11334.89,-9184.32,20519.21,11,195.51,7,6.81
306,TXN000987,CLI0054,2023-06-23 19:24:00,-1911.53,EUR,1.0,-1911.53,Depot especes,PEA,Bordeaux-Meriadeck,Debit,Complete,645.0,Risque,32881.35,False,2023,6,2,4,-1911.53,Meduim,10759.36,-13131.89,23891.25,15,-158.17,8,4.59
307,TXN000495,CLI0062,2023-09-23 15:34:00,2896.61,EUR,1.0,2896.61,Interets,Compte Courant,Toulouse-Capitole,Credit,Complete,640.0,Standard,2897.12,False,2023,9,3,5,2896.61,Meduim,11334.89,-9184.32,20519.21,11,195.51,7,6.81
308,TXN000374,CLI0084,2023-07-12 17:28:00,448.59,EUR,1.0,448.59,Interets,Credit Immobilier,Marseille-Vieux-Port,Credit,Complete,684.0,Standard,22881.52,False,2023,7,3,2,448.59,Meduim,-195108.71,-9431.16,-185677.55,12,-17044.99,7,5.57
309,TXN001792,CLI0114,2024-10-27 22:07:00,1089.41,EUR,1.0,1089.41,Remboursement credit,Credit Consommation,Nantes-Commerce,Credit,Complete,838.0,Premium,15015.54,False,2024,10,4,6,1089.41,Low,3683.09,-13207.83,16890.92,9,-1058.3,7,8.5
310,TXN001207,CLI0127,2024-05-05 05:23:00,-2561.2,EUR,1.0,-2561.2,Virement,Assurance Vie,Nice-Massena,Debit,Rejete,691.0,Standard,45223.57,False,2024,5,2,6,-2561.2,Meduim,17710.06,-15240.95,32951.01,20,123.46,8,7.63
311,TXN000144,CLI0134,2023-07-18 01:35:00,475.29,EUR,1.0,475.29,Retrait DAB,Credit Immobilier,Nice-Massena,Credit,Complete,600.0,Standard,21417.31,False,2023,7,3,1,475.29,Meduim,3761.62,-12102.21,15863.83,11,-758.24,6,7.63
312,TXN000717,CLI0096,2022-02-02 13:01:00,-494.86,EUR,1.0,-494.86,Retrait DAB,Credit Consommation,Lyon-Part-Dieu,Debit,Complete,710.0,Standard,3252.26,False,2022,2,1,2,-494.86,Low,16337.27,-16773.56,33110.83,20,-21.81,8,4.01
313,TXN001431,CLI0108,2022-03-16 22:47:00,-2578.97,EUR,1.0,-2578.97,Prelevement,Compte Epargne,Paris-Centre,Debit,En attente,375.0,Risque,2238.39,True,2022,3,1,2,-2578.97,High,5511.89,-11388.69,16900.58,10,-587.68,5,6.58
314,TXN000181,CLI0111,2023-02-09 14:37:00,-1317.18,EUR,1.0,-1317.18,Remboursement credit,Credit Consommation,Paris-Centre,Debit,Complete,617.0,Standard,37641.04,False,2023,2,1,3,-1317.18,Meduim,11440.45,-96652.75,108093.2,14,-6086.59,6,6.58
315,TXN000502,CLI0125,2023-01-03 02:45:00,1972.68,EUR,1.0,1972.68,Prelevement,Compte Epargne,Lille-Grand-Place,Credit,Complete,810.0,Premium,39632.81,False,2023,1,1,1,1972.68,Low,15705.56,-4999.39,20704.95,15,713.74,6,4.21
316,TXN001788,CLI0104,2022-08-03 07:27:00,1678.84,EUR,1.0,1678.84,Depot especes,Livret A,Nantes-Commerce,Credit,Complete,690.0,Standard,3811.84,False,2022,8,3,2,1678.84,Meduim,6398.64,-5049.57,11448.21,10,134.91,6,8.5
317,TXN001079,CLI0094,2022-12-15 11:41:00,509.84,EUR,1.0,509.84,Remboursement credit,PEA,Paris-Centre,Credit,Complete,435.0,Risque,18961.14,False,2022,12,4,3,509.84,High,9555.52,-14847.6,24403.12,10,-529.21,7,6.58
318,TXN001022,CLI0140,2022-03-01 19:57:00,2154.27,EUR,1.0,2154.27,Prelevement,Credit Immobilier,Marseille-Vieux-Port,Credit,Complete,609.0,Standard,6669.25,False,2022,3,1,1,2154.27,Meduim,6105.94,-7761.65,13867.59,11,-150.52,6,5.57
319,TXN000026,CLI0106,2024-08-26 22:58:00,-2443.66,EUR,1.0,-2443.66,Virement,Credit Immobilier,Nantes-Commerce,Debit,Complete,652.0,Standard,1947.28,False,2024,8,3,0,-2443.66,Meduim,8443.8,-12556.27,21000.07,16,-257.03,8,8.5
320,TXN000204,CLI0073,2023-09-10 06:33:00,0.0,GBP,0.86,-2140.03,Virement,Compte Epargne,Marseille-Vieux-Port,Debit,Complete,747.0,Premium,2823.0,False,2023,9,3,6,0.0,Low,12404.14,-6130.74,18534.88,15,418.23,7,5.57
321,TXN000441,CLI0074,2023-10-11 08:33:00,1746.67,EUR,1.0,1746.67,Remboursement credit,Credit Immobilier,Bordeaux-Meriadeck,Credit,Complete,633.0,Standard,24870.21,False,2023,10,4,2,1746.67,Meduim,10429.96,-16936.46,27366.42,15,-433.77,7,4.59
322,TXN000825,CLI0020,2022-11-01 20:09:00,-994.76,GBP,0.86,-1156.7,Virement,Credit Auto,Bordeaux-Meriadeck,Debit,Complete,660.0,Standard,5746.89,False,2022,11,4,1,-1156.7,Meduim,8083.12,-7490.22,15573.34,13,45.61,7,4.59
323,TXN001144,CLI0011,2024-06-20 14:36:00,-88888.0,EUR,1.0,-6934.61,Virement international,Compte Epargne,Bordeaux-Meriadeck,Debit,Complete,672.0,Standard,31443.11,True,2024,6,2,3,-88888.0,Meduim,10096.39,-102921.38,113017.77,15,-6188.33,6,4.59
324,TXN000352,CLI0004,2023-08-06 23:53:00,1699.39,CHF,0.97,1751.95,Prelevement,PEA,Bordeaux-Meriadeck,Credit,Rejete,586.0,Standard,13897.74,False,2023,8,3,6,1751.95,Meduim,7057.71,-8563.81,15621.52,16,-94.13,7,4.59
325,TXN000330,CLI0024,2022-01-22 21:15:00,2551.55,EUR,1.0,2551.55,Remboursement credit,Credit Immobilier,Lyon-Part-Dieu,Credit,Complete,592.0,Standard,7104.5,False,2022,1,1,5,2551.55,Meduim,12152.2,-8878.21,21030.41,12,272.83,6,4.01
326,TXN001445,CLI0144,2023-03-28 10:42:00,338.02,EUR,1.0,338.02,Retrait DAB,Credit Consommation,Paris-Centre,Credit,En attente,361.0,Risque,26058.41,True,2023,3,1,1,338.02,High,9278.85,-16489.62,25768.47,16,-450.67,8,6.58
327,TXN000108,CLI0103,2024-11-20 17:06:00,-991.39,USD,1.08,-917.95,Depot especes,Assurance Vie,Paris-Centre,Debit,Complete,683.0,Standard,7129.79,False,2024,11,4,2,-917.95,Meduim,1731.42,-19891.59,21623.01,16,-1135.01,8,6.58
328,TXN001324,CLI0141,2022-11-11 12:21:00,-1998.82,MAD,10.85,-184.22,Prelevement,Assurance Vie,Lille-Grand-Place,Debit,Complete,726.0,Premium,38129.23,False,2022,11,4,4,-184.22,Low,106277.95,-20520.36,126798.31,15,5717.17,5,4.21
